pid,auto_num,auto_level,ring_id,fitts_id_num,fitts_id_level,tlx_mental,tlx_physical,tlx_hurried,tlx_insecure,tlx_hard,tlx_successful,tlx_ave,mdmt_reliable,mdmt_capable,mdmt_predictable,mdmt_skilled,mdmt_counton,mdmt_competent,mdmt_consistent,mdmt_meticulous,mdmt_reliable_ave,mdmt_capable_ave,mdmt_ave,per_auto,single_trust
1,0.0,low_auto,1,2.788,low_fitts_id,1.0,1.0,5.0,1.0,9.0,16.0,5.5,6.0,6.0,3.0,5.0,5.0,5.0,5.0,3.0,4.75,4.75,4.75,3.0,8.0
1,0.0,low_auto,2,3.68,med_fitts_id1,1.0,1.0,7.0,1.0,14.0,16.0,6.666666666666667,3.0,5.0,7.0,3.0,7.0,5.0,5.0,3.0,5.5,4.0,4.75,2.0,9.0
1,0.8,high_auto,4,4.623,high_fitts_id,1.0,1.0,1.0,1.0,7.0,20.0,5.166666666666667,6.0,8.0,8.0,7.0,5.0,7.0,8.0,7.0,6.75,7.25,7.0,9.0,7.0
1,0.0,low_auto,3,3.68,med_fitts_id2,1.0,1.0,2.0,1.0,11.0,14.0,5.0,4.0,6.0,8.0,9.0,4.0,6.0,6.0,4.0,5.5,6.25,5.875,3.0,6.0
1,0.8,high_auto,3,3.68,med_fitts_id2,1.0,1.0,1.0,1.0,3.0,1.0,1.3333333333333333,7.0,7.0,8.0,7.0,7.0,7.0,7.0,6.0,7.25,6.75,7.0,10.0,8.0
1,0.0,low_auto,4,4.623,high_fitts_id,1.0,1.0,1.0,1.0,14.0,16.0,5.666666666666667,2.0,6.0,3.0,4.0,2.0,3.0,3.0,3.0,2.5,4.0,3.25,8.0,2.0
1,0.8,high_auto,2,3.68,med_fitts_id1,2.0,2.0,2.0,1.0,5.0,19.0,5.166666666666667,7.0,7.0,7.0,7.0,6.0,7.0,7.0,7.0,6.75,7.0,6.875,7.0,7.0
1,0.4,med_auto,1,2.788,low_fitts_id,2.0,1.0,2.0,1.0,2.0,15.0,3.8333333333333335,3.0,5.0,7.0,5.0,3.0,5.0,7.0,3.0,5.0,4.5,4.75,7.0,4.0
1,0.8,high_auto,1,2.788,low_fitts_id,1.0,1.0,2.0,1.0,3.0,17.0,4.166666666666667,7.0,7.0,7.0,7.0,7.0,7.0,8.0,7.0,7.25,7.0,7.125,9.0,8.0
1,0.4,med_auto,2,3.68,med_fitts_id1,1.0,1.0,2.0,1.0,5.0,16.0,4.333333333333333,7.0,5.0,6.0,5.0,4.0,6.0,6.0,4.0,5.75,5.0,5.375,8.0,4.0
1,0.4,med_auto,4,4.623,high_fitts_id,1.0,1.0,2.0,1.0,8.0,15.0,4.666666666666667,3.0,5.0,3.0,5.0,4.0,4.0,3.0,3.0,3.25,4.25,3.75,9.0,2.0
1,0.4,med_auto,3,3.68,med_fitts_id2,2.0,2.0,1.0,1.0,4.0,16.0,4.333333333333333,3.0,4.0,3.0,4.0,3.0,4.0,4.0,3.0,3.25,3.75,3.5,6.0,4.0
2,0.0,low_auto,2,3.68,med_fitts_id1,1.0,1.0,1.0,10.0,12.0,3.0,4.666666666666667,8.0,8.0,8.0,7.0,7.0,8.0,8.0,8.0,7.75,7.75,7.75,10.0,10.0
2,0.0,low_auto,3,3.68,med_fitts_id2,12.0,16.0,3.0,1.0,14.0,8.0,9.0,8.0,8.0,4.0,8.0,8.0,8.0,8.0,8.0,7.0,8.0,7.5,7.0,10.0
2,0.0,low_auto,1,2.788,low_fitts_id,1.0,1.0,2.0,1.0,1.0,16.0,3.6666666666666665,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,10.0,10.0
2,0.0,low_auto,4,4.623,high_fitts_id,1.0,4.0,3.0,1.0,7.0,13.0,4.833333333333333,8.0,7.0,5.0,8.0,7.0,8.0,7.0,7.0,6.75,7.5,7.125,5.0,10.0
2,0.8,high_auto,4,4.623,high_fitts_id,1.0,3.0,10.0,3.0,1.0,10.0,4.666666666666667,6.0,6.0,7.0,8.0,9.0,8.0,8.0,9.0,7.5,7.75,7.625,8.0,10.0
2,0.4,med_auto,1,2.788,low_fitts_id,1.0,2.0,4.0,1.0,1.0,14.0,3.8333333333333335,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,9.0,10.0
2,0.8,high_auto,3,3.68,med_fitts_id2,1.0,1.0,8.0,1.0,1.0,14.0,4.333333333333333,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,9.0,10.0
2,0.4,med_auto,2,3.68,med_fitts_id1,1.0,1.0,1.0,1.0,1.0,19.0,4.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,10.0,10.0
2,0.8,high_auto,2,3.68,med_fitts_id1,1.0,1.0,1.0,1.0,1.0,20.0,4.166666666666667,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,10.0,10.0
2,0.4,med_auto,3,3.68,med_fitts_id2,1.0,1.0,3.0,1.0,3.0,18.0,4.5,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,10.0,10.0
2,0.8,high_auto,1,2.788,low_fitts_id,1.0,1.0,1.0,1.0,1.0,20.0,4.166666666666667,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,10.0,10.0
2,0.4,med_auto,4,4.623,high_fitts_id,1.0,1.0,2.0,1.0,3.0,18.0,4.333333333333333,8.0,8.0,5.0,8.0,8.0,8.0,8.0,8.0,7.25,8.0,7.625,8.0,10.0
3,0.0,low_auto,3,3.68,med_fitts_id2,10.0,5.0,13.0,12.0,14.0,4.0,9.666666666666666,4.0,4.0,5.0,2.0,4.0,3.0,5.0,3.0,4.5,3.0,3.75,2.0,1.0
3,0.0,low_auto,4,4.623,high_fitts_id,14.0,7.0,10.0,6.0,11.0,8.0,9.333333333333334,4.0,4.0,3.0,4.0,3.0,5.0,5.0,3.0,3.75,4.0,3.875,1.0,2.0
3,0.0,low_auto,2,3.68,med_fitts_id1,5.0,10.0,12.0,5.0,7.0,9.0,8.0,6.0,6.0,5.0,6.0,5.0,5.0,5.0,6.0,5.25,5.75,5.5,5.0,6.0
3,0.4,med_auto,1,2.788,low_fitts_id,8.0,10.0,4.0,12.0,9.0,7.0,8.333333333333334,3.0,3.0,5.0,5.0,4.0,6.0,5.0,4.0,4.25,4.5,4.375,4.0,4.0
3,0.0,low_auto,1,2.788,low_fitts_id,3.0,3.0,18.0,4.0,4.0,15.0,7.833333333333333,3.0,2.0,3.0,6.0,2.0,4.0,3.0,4.0,2.75,4.0,3.375,1.0,1.0
3,0.4,med_auto,2,3.68,med_fitts_id1,1.0,1.0,18.0,1.0,1.0,20.0,7.0,6.0,4.0,5.0,8.0,6.0,5.0,6.0,6.0,5.75,5.75,5.75,4.0,6.0
3,0.8,high_auto,4,4.623,high_fitts_id,1.0,3.0,20.0,1.0,2.0,18.0,7.5,6.0,7.0,4.0,6.0,5.0,7.0,5.0,5.0,5.0,6.25,5.625,5.0,6.0
3,0.4,med_auto,3,3.68,med_fitts_id2,5.0,7.0,5.0,7.0,12.0,12.0,8.0,2.0,3.0,4.0,3.0,2.0,4.0,3.0,4.0,2.75,3.5,3.125,3.0,3.0
3,0.8,high_auto,3,3.68,med_fitts_id2,4.0,4.0,20.0,1.0,1.0,20.0,8.333333333333334,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,10.0,10.0
3,0.4,med_auto,4,4.623,high_fitts_id,1.0,3.0,14.0,2.0,4.0,13.0,6.166666666666667,8.0,8.0,6.0,7.0,5.0,6.0,7.0,7.0,6.5,7.0,6.75,7.0,7.0
3,0.8,high_auto,2,3.68,med_fitts_id1,1.0,1.0,16.0,1.0,3.0,17.0,6.5,7.0,7.0,7.0,8.0,6.0,7.0,6.0,6.0,6.5,7.0,6.75,8.0,8.0
3,0.8,high_auto,1,2.788,low_fitts_id,1.0,1.0,13.0,1.0,1.0,19.0,6.0,8.0,7.0,7.0,8.0,8.0,6.0,8.0,8.0,7.75,7.25,7.5,8.0,10.0
4,0.0,low_auto,4,4.623,high_fitts_id,7.0,4.0,10.0,4.0,12.0,12.0,8.166666666666666,3.0,9.0,3.0,3.0,9.0,3.0,3.0,1.0,4.5,4.0,4.25,3.0,4.0
4,0.4,med_auto,1,2.788,low_fitts_id,3.0,2.0,3.0,3.0,3.0,15.0,4.833333333333333,5.0,3.0,5.0,5.0,4.0,5.0,4.0,5.0,4.5,4.5,4.5,6.0,6.0
4,0.0,low_auto,3,3.68,med_fitts_id2,2.0,4.0,6.0,2.0,5.0,13.0,5.333333333333333,2.0,3.0,9.0,3.0,9.0,2.0,2.0,9.0,5.5,4.25,4.875,3.0,3.0
4,0.4,med_auto,2,3.68,med_fitts_id1,4.0,2.0,7.0,2.0,4.0,16.0,5.833333333333333,6.0,7.0,5.0,5.0,6.0,6.0,6.0,6.0,5.75,6.0,5.875,6.0,6.0
4,0.0,low_auto,2,3.68,med_fitts_id1,5.0,4.0,5.0,4.0,7.0,11.0,6.0,9.0,3.0,9.0,9.0,9.0,3.0,3.0,9.0,7.5,6.0,6.75,2.0,3.0
4,0.4,med_auto,3,3.68,med_fitts_id2,2.0,2.0,10.0,3.0,3.0,16.0,6.0,6.0,6.0,6.0,5.0,4.0,5.0,5.0,5.0,5.25,5.25,5.25,6.0,7.0
4,0.0,low_auto,1,2.788,low_fitts_id,2.0,3.0,15.0,2.0,3.0,16.0,6.833333333333333,6.0,6.0,5.0,6.0,7.0,6.0,6.0,5.0,6.0,5.75,5.875,7.0,7.0
4,0.4,med_auto,4,4.623,high_fitts_id,2.0,2.0,12.0,2.0,5.0,15.0,6.333333333333333,6.0,6.0,5.0,5.0,6.0,6.0,5.0,6.0,5.5,5.75,5.625,6.0,7.0
4,0.8,high_auto,4,4.623,high_fitts_id,2.0,1.0,5.0,1.0,2.0,18.0,4.833333333333333,7.0,7.0,7.0,7.0,8.0,7.0,7.0,7.0,7.25,7.0,7.125,8.0,8.0
4,0.8,high_auto,1,2.788,low_fitts_id,2.0,2.0,3.0,1.0,3.0,17.0,4.666666666666667,8.0,7.0,8.0,8.0,8.0,7.0,8.0,7.0,8.0,7.25,7.625,9.0,8.0
4,0.8,high_auto,3,3.68,med_fitts_id2,2.0,1.0,3.0,1.0,2.0,18.0,4.5,7.0,8.0,8.0,8.0,8.0,8.0,8.0,7.0,7.75,7.75,7.75,9.0,9.0
4,0.8,high_auto,2,3.68,med_fitts_id1,1.0,1.0,1.0,1.0,2.0,18.0,4.0,7.0,8.0,8.0,8.0,7.0,8.0,8.0,8.0,7.5,8.0,7.75,10.0,9.0
5,0.4,med_auto,1,2.788,low_fitts_id,6.0,2.0,9.0,1.0,7.0,15.0,6.666666666666667,6.0,5.0,8.0,6.0,9.0,5.0,8.0,9.0,7.75,6.25,7.0,6.0,8.0
5,0.4,med_auto,2,3.68,med_fitts_id1,7.0,7.0,14.0,12.0,6.0,18.0,10.666666666666666,3.0,1.0,5.0,4.0,9.0,9.0,2.0,1.0,4.75,3.75,4.25,6.0,3.0
5,0.0,low_auto,4,4.623,high_fitts_id,9.0,12.0,6.0,3.0,14.0,17.0,10.166666666666666,7.0,8.0,1.0,9.0,9.0,9.0,8.0,6.0,6.25,8.0,7.125,1.0,8.0
5,0.4,med_auto,3,3.68,med_fitts_id2,9.0,7.0,4.0,3.0,10.0,18.0,8.5,6.0,7.0,7.0,8.0,9.0,9.0,8.0,6.0,7.5,7.5,7.5,4.0,6.0
5,0.0,low_auto,3,3.68,med_fitts_id2,7.0,3.0,12.0,8.0,10.0,15.0,9.166666666666666,4.0,8.0,4.0,5.0,9.0,5.0,6.0,6.0,5.75,6.0,5.875,6.0,5.0
5,0.4,med_auto,4,4.623,high_fitts_id,8.0,8.0,14.0,12.0,15.0,13.0,11.666666666666666,4.0,4.0,5.0,6.0,3.0,6.0,3.0,3.0,3.75,4.75,4.25,8.0,3.0
5,0.0,low_auto,2,3.68,med_fitts_id1,8.0,8.0,9.0,5.0,12.0,14.0,9.333333333333334,8.0,7.0,3.0,6.0,4.0,6.0,7.0,6.0,5.5,6.25,5.875,3.0,7.0
5,0.8,high_auto,1,2.788,low_fitts_id,5.0,8.0,16.0,7.0,9.0,19.0,10.666666666666666,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,10.0,8.0
5,0.0,low_auto,1,2.788,low_fitts_id,4.0,6.0,9.0,3.0,6.0,16.0,7.333333333333333,7.0,6.0,8.0,6.0,6.0,7.0,7.0,6.0,7.0,6.25,6.625,7.0,6.0
5,0.8,high_auto,2,3.68,med_fitts_id1,6.0,5.0,13.0,6.0,7.0,19.0,9.333333333333334,8.0,7.0,8.0,7.0,9.0,6.0,6.0,6.0,7.75,6.5,7.125,6.0,8.0
5,0.8,high_auto,4,4.623,high_fitts_id,4.0,4.0,14.0,12.0,15.0,12.0,10.166666666666666,7.0,6.0,5.0,4.0,9.0,5.0,7.0,4.0,7.0,4.75,5.875,8.0,3.0
5,0.8,high_auto,3,3.68,med_fitts_id2,10.0,2.0,15.0,2.0,4.0,7.0,6.666666666666667,7.0,7.0,8.0,8.0,5.0,8.0,7.0,6.0,6.75,7.25,7.0,10.0,9.0
6,0.4,med_auto,2,3.68,med_fitts_id1,6.0,5.0,6.0,2.0,3.0,16.0,6.333333333333333,7.0,6.0,7.0,7.0,6.0,6.0,7.0,6.0,6.75,6.25,6.5,6.0,7.0
6,0.4,med_auto,3,3.68,med_fitts_id2,3.0,5.0,7.0,3.0,6.0,17.0,6.833333333333333,6.0,7.0,7.0,7.0,7.0,7.0,6.0,6.0,6.5,6.75,6.625,7.0,8.0
6,0.4,med_auto,1,2.788,low_fitts_id,3.0,4.0,3.0,4.0,4.0,17.0,5.833333333333333,7.0,6.0,7.0,7.0,7.0,6.0,7.0,7.0,7.0,6.5,6.75,6.0,8.0
6,0.4,med_auto,4,4.623,high_fitts_id,8.0,7.0,7.0,2.0,8.0,17.0,8.166666666666666,7.0,6.0,7.0,7.0,6.0,7.0,6.0,6.0,6.5,6.5,6.5,6.0,7.0
6,0.0,low_auto,4,4.623,high_fitts_id,17.0,17.0,12.0,11.0,18.0,7.0,13.666666666666666,3.0,3.0,2.0,3.0,3.0,3.0,2.0,3.0,2.5,3.0,2.75,1.0,3.0
6,0.8,high_auto,1,2.788,low_fitts_id,1.0,1.0,4.0,1.0,1.0,20.0,4.666666666666667,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,10.0,10.0
6,0.0,low_auto,3,3.68,med_fitts_id2,13.0,14.0,11.0,10.0,13.0,7.0,11.333333333333334,4.0,5.0,5.0,4.0,5.0,4.0,5.0,4.0,4.75,4.25,4.5,5.0,5.0
6,0.8,high_auto,2,3.68,med_fitts_id1,3.0,4.0,6.0,4.0,3.0,17.0,6.166666666666667,8.0,7.0,7.0,8.0,8.0,8.0,7.0,7.0,7.5,7.5,7.5,9.0,9.0
6,0.0,low_auto,2,3.68,med_fitts_id1,8.0,8.0,9.0,6.0,8.0,14.0,8.833333333333334,3.0,3.0,2.0,2.0,3.0,2.0,3.0,3.0,2.75,2.5,2.625,1.0,3.0
6,0.8,high_auto,3,3.68,med_fitts_id2,5.0,4.0,7.0,5.0,5.0,17.0,7.166666666666667,7.0,7.0,8.0,8.0,8.0,7.0,7.0,7.0,7.5,7.25,7.375,10.0,9.0
6,0.0,low_auto,1,2.788,low_fitts_id,8.0,6.0,5.0,5.0,9.0,16.0,8.166666666666666,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,1.0,3.0
6,0.8,high_auto,4,4.623,high_fitts_id,7.0,6.0,10.0,5.0,6.0,17.0,8.5,7.0,8.0,8.0,7.0,8.0,8.0,8.0,8.0,7.75,7.75,7.75,10.0,9.0
7,0.4,med_auto,3,3.68,med_fitts_id2,1.0,2.0,4.0,2.0,2.0,18.0,4.833333333333333,7.0,8.0,8.0,7.0,7.0,7.0,8.0,1.0,7.5,5.75,6.625,9.0,9.0
7,0.4,med_auto,4,4.623,high_fitts_id,2.0,2.0,4.0,2.0,2.0,18.0,5.0,7.0,6.0,7.0,7.0,7.0,7.0,7.0,1.0,7.0,5.25,6.125,9.0,9.0
7,0.4,med_auto,2,3.68,med_fitts_id1,2.0,2.0,2.0,2.0,1.0,20.0,4.833333333333333,7.0,8.0,8.0,7.0,7.0,8.0,8.0,1.0,7.5,6.0,6.75,10.0,10.0
7,0.8,high_auto,1,2.788,low_fitts_id,1.0,1.0,2.0,1.0,1.0,20.0,4.333333333333333,8.0,8.0,8.0,7.0,8.0,8.0,8.0,1.0,8.0,6.0,7.0,10.0,10.0
7,0.4,med_auto,1,2.788,low_fitts_id,2.0,2.0,3.0,2.0,1.0,19.0,4.833333333333333,8.0,8.0,7.0,7.0,8.0,8.0,8.0,1.0,7.75,6.0,6.875,9.0,9.0
7,0.8,high_auto,2,3.68,med_fitts_id1,2.0,2.0,2.0,1.0,1.0,19.0,4.5,8.0,8.0,8.0,8.0,7.0,8.0,7.0,1.0,7.5,6.25,6.875,9.0,9.0
7,0.0,low_auto,4,4.623,high_fitts_id,9.0,7.0,6.0,6.0,9.0,10.0,7.833333333333333,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,1.0,1.0
7,0.8,high_auto,3,3.68,med_fitts_id2,1.0,1.0,1.0,1.0,1.0,20.0,4.166666666666667,8.0,8.0,8.0,8.0,8.0,8.0,8.0,1.0,8.0,6.25,7.125,10.0,10.0
7,0.0,low_auto,3,3.68,med_fitts_id2,6.0,8.0,4.0,5.0,8.0,13.0,7.333333333333333,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,1.0,1.0
7,0.8,high_auto,4,4.623,high_fitts_id,2.0,3.0,4.0,3.0,4.0,16.0,5.333333333333333,7.0,6.0,7.0,6.0,7.0,7.0,6.0,1.0,6.75,5.0,5.875,7.0,6.0
7,0.0,low_auto,2,3.68,med_fitts_id1,3.0,6.0,3.0,5.0,3.0,12.0,5.333333333333333,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,1.0,1.0
7,0.0,low_auto,1,2.788,low_fitts_id,2.0,3.0,3.0,4.0,3.0,12.0,4.5,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,1.0,1.0
8,0.8,high_auto,1,2.788,low_fitts_id,1.0,1.0,20.0,1.0,1.0,20.0,7.333333333333333,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,10.0,10.0
8,0.4,med_auto,3,3.68,med_fitts_id2,1.0,1.0,16.0,1.0,4.0,16.0,6.5,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0
8,0.8,high_auto,2,3.68,med_fitts_id1,1.0,1.0,18.0,1.0,5.0,18.0,7.333333333333333,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,10.0,10.0
8,0.4,med_auto,2,3.68,med_fitts_id1,1.0,1.0,18.0,1.0,3.0,17.0,6.833333333333333,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0
8,0.8,high_auto,3,3.68,med_fitts_id2,1.0,1.0,16.0,1.0,6.0,16.0,6.833333333333333,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0
8,0.4,med_auto,1,2.788,low_fitts_id,1.0,1.0,19.0,1.0,2.0,19.0,7.166666666666667,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,10.0,10.0
8,0.8,high_auto,4,4.623,high_fitts_id,1.0,1.0,19.0,1.0,3.0,18.0,7.166666666666667,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,10.0,10.0
8,0.0,low_auto,4,4.623,high_fitts_id,1.0,1.0,15.0,1.0,6.0,14.0,6.333333333333333,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
8,0.0,low_auto,1,2.788,low_fitts_id,1.0,1.0,16.0,1.0,4.0,16.0,6.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
8,0.0,low_auto,3,3.68,med_fitts_id2,1.0,1.0,16.0,1.0,4.0,16.0,6.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
8,0.4,med_auto,4,4.623,high_fitts_id,1.0,1.0,3.0,1.0,3.0,16.0,4.166666666666667,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0
8,0.0,low_auto,2,3.68,med_fitts_id1,1.0,1.0,16.0,1.0,5.0,15.0,6.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
