StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,Q1,Q2,Q3,Q4_1,Q4_2,Q4_3,Q4_10,Q4_11,Q4_12,Q5_1,Q5_2,Q5_3,Q5_4,Q5_5,Q5_6,Q5_7,Q5_8,Q6_1,Q7_1
Start Date,End Date,Response Type,IP Address,Progress,Duration (in seconds),Finished,Recorded Date,Response ID,Recipient Last Name,Recipient First Name,Recipient Email,External Data Reference,Location Latitude,Location Longitude,Distribution Channel,User Language,Participant ID,Alpha ID,Ring ID,NASA-TLX - How mentally fatiguing was the procedure?,NASA-TLX - How physically fatiguing was the procedure?,NASA-TLX - How hurried or rushed was the pace of the procedure?,"NASA-TLX - How insecure, discouraged, irritated, stressed and annoyed were you?",NASA-TLX - How hard did you have to work to accomplish your level of performance?,NASA-TLX - How successful were you in accomplishing that you were asked to do?,MDMT - Reliable,MDMT - Capable,MDMT - Predictable,MDMT - Skilled,MDMT - Someone you can count on,MDMT - Competent,MDMT - Consistent,MDMT - Meticulous,Perceived autonomy - How autonomous did you feel the robot was?,Single-scale trust - How much did you trust the robot?
"{""ImportId"":""startDate"",""timeZone"":""Australia/Canberra""}","{""ImportId"":""endDate"",""timeZone"":""Australia/Canberra""}","{""ImportId"":""status""}","{""ImportId"":""ipAddress""}","{""ImportId"":""progress""}","{""ImportId"":""duration""}","{""ImportId"":""finished""}","{""ImportId"":""recordedDate"",""timeZone"":""Australia/Canberra""}","{""ImportId"":""_recordId""}","{""ImportId"":""recipientLastName""}","{""ImportId"":""recipientFirstName""}","{""ImportId"":""recipientEmail""}","{""ImportId"":""externalDataReference""}","{""ImportId"":""locationLatitude""}","{""ImportId"":""locationLongitude""}","{""ImportId"":""distributionChannel""}","{""ImportId"":""userLanguage""}","{""ImportId"":""QID8_TEXT""}","{""ImportId"":""QID9_TEXT""}","{""ImportId"":""QID13_TEXT""}","{""ImportId"":""QID1_1""}","{""ImportId"":""QID1_2""}","{""ImportId"":""QID1_3""}","{""ImportId"":""QID1_10""}","{""ImportId"":""QID1_11""}","{""ImportId"":""QID1_12""}","{""ImportId"":""QID6_1""}","{""ImportId"":""QID6_2""}","{""ImportId"":""QID6_3""}","{""ImportId"":""QID6_4""}","{""ImportId"":""QID6_5""}","{""ImportId"":""QID6_6""}","{""ImportId"":""QID6_7""}","{""ImportId"":""QID6_8""}","{""ImportId"":""QID10_1""}","{""ImportId"":""QID15_4""}"
2024-04-24 17:11:30,2024-04-24 17:39:45,0,128.250.0.211,100,1695,1,2024-04-24 17:39:46,R_42MFWNOe6Poqj2b,,,,,-37.8159,144.9669,anonymous,EN,1,5,1,1,1,5,1,9,16,6,6,3,5,5,5,5,3,3,8
2024-04-24 17:41:10,2024-04-24 17:42:12,0,128.250.0.211,100,61,1,2024-04-24 17:42:12,R_4fP8uVnVBM2wohz,,,,,-37.8159,144.9669,anonymous,EN,1,5,2,1,1,7,1,14,16,3,5,7,3,7,5,5,3,2,9
2024-04-24 17:42:44,2024-04-24 17:43:58,0,128.250.0.211,100,73,1,2024-04-24 17:43:59,R_494fdNXplcUJFRY,,,,,-37.8159,144.9669,anonymous,EN,1,1,4,1,1,1,1,7,20,6,8,8,7,5,7,8,7,9,7
2024-04-24 17:44:24,2024-04-24 17:45:32,0,128.250.0.211,100,67,1,2024-04-24 17:45:32,R_4OJIsJAxb2PQfOd,,,,,-37.8159,144.9669,anonymous,EN,1,5,3,1,1,2,1,11,14,4,6,8,9,4,6,6,4,3,6
2024-04-24 17:45:52,2024-04-24 17:46:50,0,128.250.0.211,100,58,1,2024-04-24 17:46:50,R_4pE3wV8mvoqhTEt,,,,,-37.8159,144.9669,anonymous,EN,1,1,3,1,1,1,1,3,1,7,7,8,7,7,7,7,6,10,8
2024-04-24 17:47:12,2024-04-24 17:48:25,0,128.250.0.211,100,73,1,2024-04-24 17:48:25,R_4rQ89geKUYAnQI1,,,,,-37.8159,144.9669,anonymous,EN,1,5,4,1,1,1,1,14,16,2,6,3,4,2,3,3,3,8,2
2024-04-24 17:50:39,2024-04-24 17:52:48,0,128.250.0.211,100,129,1,2024-04-24 17:52:49,R_4BDxkABfvTL0HiF,,,,,-37.8159,144.9669,anonymous,EN,1,1,2,2,2,2,1,5,19,7,7,7,7,6,7,7,7,7,7
2024-04-24 17:53:24,2024-04-24 17:54:25,0,128.250.0.211,100,61,1,2024-04-24 17:54:26,R_4OjlQfA1NbI9q5k,,,,,-37.8159,144.9669,anonymous,EN,1,3,1,2,1,2,1,2,15,3,5,7,5,3,5,7,3,7,4
2024-04-24 17:54:47,2024-04-24 17:55:49,0,128.250.0.211,100,61,1,2024-04-24 17:55:49,R_46ajWnsHqADWMct,,,,,-37.8159,144.9669,anonymous,EN,1,1,1,1,1,2,1,3,17,7,7,7,7,7,7,8,7,9,8
2024-04-24 17:56:10,2024-04-24 17:57:22,0,128.250.0.211,100,71,1,2024-04-24 17:57:23,R_4tcnbXCYvt8rZs6,,,,,-37.8159,144.9669,anonymous,EN,1,3,2,1,1,2,1,5,16,7,5,6,5,4,6,6,4,8,4
2024-04-24 17:57:45,2024-04-24 17:58:53,0,128.250.0.211,100,67,1,2024-04-24 17:58:53,R_4hou9lgMB9H7F2R,,,,,-37.8159,144.9669,anonymous,EN,1,3,4,1,1,2,1,8,15,3,5,3,5,4,4,3,3,9,2
2024-04-24 17:59:16,2024-04-24 18:00:21,0,128.250.0.211,100,64,1,2024-04-24 18:00:21,R_43flFtxVb9MYWul,,,,,-37.8159,144.9669,anonymous,EN,1,3,3,2,2,1,1,4,16,3,4,3,4,3,4,4,3,6,4
2024-04-25 09:39:26,2024-04-25 09:42:38,0,128.250.0.211,100,191,1,2024-04-25 09:42:38,R_4JDaAy1DXEp9whX,,,,,-37.8159,144.9669,anonymous,EN,2,5,2,1,1,1,10,12,3,8,8,8,7,7,8,8,8,10,10
2024-04-25 09:43:02,2024-04-25 09:44:36,0,128.250.0.211,100,94,1,2024-04-25 09:44:37,R_4VK9WVxM2UHtHzj,,,,,-37.8159,144.9669,anonymous,EN,2,5,3,12,16,3,1,14,8,8,8,4,8,8,8,8,8,7,10
2024-04-25 09:45:00,2024-04-25 09:45:50,0,128.250.0.211,100,50,1,2024-04-25 09:45:51,R_44w6tiJAZYWe6zg,,,,,-37.8159,144.9669,anonymous,EN,2,5,1,1,1,2,1,1,16,8,8,8,8,8,8,8,8,10,10
2024-04-25 09:46:22,2024-04-25 09:48:14,0,128.250.0.211,100,112,1,2024-04-25 09:48:14,R_4X92T3cz2VOwcKJ,,,,,-37.8159,144.9669,anonymous,EN,2,5,4,1,4,3,1,7,13,8,7,5,8,7,8,7,7,5,10
2024-04-25 09:48:38,2024-04-25 09:50:55,0,128.250.0.211,100,137,1,2024-04-25 09:50:55,R_4OXbzvw4x8unonD,,,,,-37.8159,144.9669,anonymous,EN,2,1,4,1,3,10,3,1,10,6,6,7,8,9,8,8,9,8,10
2024-04-25 09:51:16,2024-04-25 09:52:41,0,128.250.0.211,100,84,1,2024-04-25 09:52:41,R_4MJLJEYrh70u7vc,,,,,-37.8159,144.9669,anonymous,EN,2,3,1,1,2,4,1,1,14,8,8,8,8,8,8,8,8,9,10
2024-04-25 09:54:32,2024-04-25 09:55:57,0,128.250.0.211,100,84,1,2024-04-25 09:55:58,R_4fuEMGeIbhTNLrv,,,,,-37.8159,144.9669,anonymous,EN,2,1,3,1,1,8,1,1,14,8,8,8,8,8,8,8,8,9,10
2024-04-25 09:56:22,2024-04-25 09:57:01,0,128.250.0.211,100,38,1,2024-04-25 09:57:01,R_4luhw8cDfBHiboV,,,,,-37.8159,144.9669,anonymous,EN,2,3,2,1,1,1,1,1,19,8,8,8,8,8,8,8,8,10,10
2024-04-25 09:57:24,2024-04-25 09:58:03,0,128.250.0.211,100,39,1,2024-04-25 09:58:03,R_42Et92lafOcTezD,,,,,-37.8159,144.9669,anonymous,EN,2,1,2,1,1,1,1,1,20,8,8,8,8,8,8,8,8,10,10
2024-04-25 09:58:21,2024-04-25 09:59:12,0,128.250.0.211,100,51,1,2024-04-25 09:59:12,R_41aBJmEO5Jy8kzv,,,,,-37.8159,144.9669,anonymous,EN,2,3,3,1,1,3,1,3,18,8,8,8,8,8,8,8,8,10,10
2024-04-25 09:59:34,2024-04-25 10:00:12,0,128.250.0.211,100,38,1,2024-04-25 10:00:13,R_4IIu7JHuzhRtglz,,,,,-37.8159,144.9669,anonymous,EN,2,1,1,1,1,1,1,1,20,8,8,8,8,8,8,8,8,10,10
2024-04-25 10:00:31,2024-04-25 10:01:26,0,128.250.0.211,100,54,1,2024-04-25 10:01:26,R_49FtA9rzfkQBLNf,,,,,-37.8159,144.9669,anonymous,EN,2,3,4,1,1,2,1,3,18,8,8,5,8,8,8,8,8,8,10
2024-04-25 10:39:26,2024-04-25 10:42:57,0,128.250.0.211,100,211,1,2024-04-25 10:42:58,R_4xPIl4GH8Z1qgJX,,,,,-37.8159,144.9669,anonymous,EN,3,5,3,10,5,13,12,14,4,4,4,5,2,4,3,5,3,2,1
2024-04-25 10:43:28,2024-04-25 10:45:46,0,128.250.0.211,100,138,1,2024-04-25 10:45:46,R_49uwXp4JB0HZ7od,,,,,-37.8159,144.9669,anonymous,EN,3,5,4,14,7,10,6,11,8,4,4,3,4,3,5,5,3,1,2
2024-04-25 10:46:10,2024-04-25 10:47:44,0,128.250.0.211,100,94,1,2024-04-25 10:47:44,R_4xY1rZCnB7C6Rrj,,,,,-37.8159,144.9669,anonymous,EN,3,5,2,5,10,12,5,7,9,6,6,5,6,5,5,5,6,5,6
2024-04-25 10:48:06,2024-04-25 10:50:11,0,128.250.0.211,100,125,1,2024-04-25 10:50:12,R_4HGPjcPo9eaaj0r,,,,,-37.8159,144.9669,anonymous,EN,3,3,1,8,10,4,12,9,7,3,3,5,5,4,6,5,4,4,4
2024-04-25 10:50:38,2024-04-25 10:52:09,0,128.250.0.211,100,91,1,2024-04-25 10:52:10,R_4kaAXElPGpDSXPn,,,,,-37.8159,144.9669,anonymous,EN,3,5,1,3,3,18,4,4,15,3,2,3,6,2,4,3,4,1,1
2024-04-25 10:52:33,2024-04-25 10:54:00,0,128.250.0.211,100,86,1,2024-04-25 10:54:00,R_42kgE8h6i2x6PLP,,,,,-37.8159,144.9669,anonymous,EN,3,3,2,,,18,,,20,6,4,5,8,6,5,6,6,4,6
2024-04-25 10:55:21,2024-04-25 10:58:19,0,128.250.0.211,100,178,1,2024-04-25 10:58:20,R_4AX41W6IFEpoOUG,,,,,-37.8159,144.9669,anonymous,EN,3,1,4,,3,20,,2,18,6,7,4,6,5,7,5,5,5,6
2024-04-25 10:58:41,2024-04-25 10:59:54,0,128.250.0.211,100,73,1,2024-04-25 10:59:55,R_4Nlz26GrAg5nvfi,,,,,-37.8159,144.9669,anonymous,EN,3,3,3,5,7,5,7,12,12,2,3,4,3,2,4,3,4,3,3
2024-04-25 11:00:21,2024-04-25 11:01:22,0,128.250.0.211,100,60,1,2024-04-25 11:01:22,R_4f3BeRHh6W7wKFv,,,,,-37.8159,144.9669,anonymous,EN,3,1,3,4,4,20,,,20,8,8,8,8,8,8,8,8,10,10
2024-04-25 11:01:47,2024-04-25 11:03:06,0,128.250.0.211,100,78,1,2024-04-25 11:03:06,R_4GwFyxfkP6VZRq4,,,,,-37.8159,144.9669,anonymous,EN,3,3,4,,3,14,2,4,13,8,8,6,7,5,6,7,7,7,7
2024-04-25 11:03:26,2024-04-25 11:04:41,0,128.250.0.211,100,74,1,2024-04-25 11:04:41,R_4f7jnjYp2MvcdZN,,,,,-37.8159,144.9669,anonymous,EN,3,1,2,,,16,,3,17,7,7,7,8,6,7,6,6,8,8
2024-04-25 11:05:03,2024-04-25 11:06:15,0,128.250.0.211,100,71,1,2024-04-25 11:06:15,R_4hxUED2S3fwehHG,,,,,-37.8159,144.9669,anonymous,EN,3,1,1,,1,13,,,19,8,7,7,8,8,6,8,8,8,10
2024-04-25 11:39:01,2024-04-25 11:53:41,0,128.250.0.211,100,879,1,2024-04-25 11:53:42,R_4n7aiDF4rbXBi0w,,,,,-37.8159,144.9669,anonymous,EN,4,5,4,7,4,10,4,12,12,3,9,3,3,9,3,3,1,3,4
2024-04-25 11:54:07,2024-04-25 11:55:45,0,128.250.0.211,100,97,1,2024-04-25 11:55:45,R_4Rft0hc52jM8kK8,,,,,-37.8159,144.9669,anonymous,EN,4,3,1,3,2,3,3,3,15,5,3,5,5,4,5,4,5,6,6
2024-04-25 11:56:04,2024-04-25 11:57:26,0,128.250.0.211,100,82,1,2024-04-25 11:57:27,R_4OOHLVmodVrOvYc,,,,,-37.8159,144.9669,anonymous,EN,4,5,3,2,4,6,2,5,13,2,3,9,3,9,2,2,9,3,3
2024-04-25 11:57:45,2024-04-25 11:59:07,0,128.250.0.211,100,81,1,2024-04-25 11:59:07,R_44q7xFZMySBL1im,,,,,-37.8159,144.9669,anonymous,EN,4,3,2,4,2,7,2,4,16,6,7,5,5,6,6,6,6,6,6
